titulo,anoDeLancamento,idioma,diretor,genero,duracao,linkIMDB,linkImagem,descricao,orcamento,principaisAtores,classificacao,paisDeOrigem
Dallas Buyers Club,2013,Inglês,Jean-Marc Vallée,"Biografia, Drama",117,https://www.imdb.com/title/tt0790636,https://m.media-amazon.com/images/M/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@._V1_.jpg,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",5000000,"Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare",16,Estados Unidos
Birdman or (The Unexpected Virtue of Ignorance),2014,Inglês,Alejandro G. Iñárritu,"Comédia, Drama",119,https://www.imdb.com/title/tt2562232,https://m.media-amazon.com/images/M/MV5BODAzNDMxMzAxOV5BMl5BanBnXkFtZTgwMDMxMjA4MjE@._V1_.jpg,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",18000000,"Michael Keaton, Emma Stone, Kenny Chin, Jamahl Garrison-Lowe",16,Estados Unidos
La La Land,2016,Inglês,Damien Chazelle,"Comédia, Drama, Música",128,https://www.imdb.com/title/tt3783958,https://m.media-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_.jpg,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",30000000,"Ryan Gosling, Emma Stone, Amiee Conn, Terry Walters",Livre,"Estados Unidos, Hong Kong"
Moonlight,2016,Inglês,Barry Jenkins,Drama,111,https://www.imdb.com/title/tt4975722,https://m.media-amazon.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_.jpg,"A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.",4000000,"Mahershala Ali, Shariff Earp, Duan Sanderson, Alex R. Hibbert",16,Estados Unidos
The Shape of Water,2017,Inglês,Guilherme del Toro,"Aventura, Drama, Fantasia",123,https://www.imdb.com/title/tt5580390,https://m.media-amazon.com/images/M/MV5BNGNiNWQ5M2MtNGI0OC00MDA2LWI5NzEtMmZiYjVjMDEyOWYzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",19400000,"Sally Hawkins, Michael Shannon, Richard Jenkins, Octavia Spencer",16,"Estados Unidos, México"
Nightcrawler,2014,Inglês,Dan Gilroy,"Crime, Drama, Thriller",117,https://www.imdb.com/title/tt2872718,https://m.media-amazon.com/images/M/MV5BN2U1YzdhYWMtZWUzMi00OWI1LWFkM2ItNWVjM2YxMGQ2MmNhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",8500000,"Jake Gyllenhaal, Michael Papajohn, Marco Rodríguez, Bill Paxton",14,Estados Unidos
Black Swan,2010,Inglês,Darren Aronofsky,"Drama, Thriller",108,https://www.imdb.com/title/tt0947798,https://m.media-amazon.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@._V1_.jpg,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",13000000,"Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey",16,Estados Unidos
Ford v Ferrari,2019,Inglês,James Mangold,"Ação, Biografia, Drama",152,https://www.imdb.com/title/tt1950186,https://m.media-amazon.com/images/M/MV5BM2UwMDVmMDItM2I2Yi00NGZmLTk4ZTUtY2JjNTQ3OGQ5ZjM2XkEyXkFqcGdeQXVyMTA1OTYzOTUx._V1_.jpg,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,97600000,"Matt Damon, Christian Bale, Jon Bernthal, Caitríona Balfe",12,Estados Unidos
Rush,2013,Inglês,Ron Howard,"Ação, Biografia, Drama",123,https://www.imdb.com/title/tt1979320,https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,38000000,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara",14,"Reino Unido, Estados Unidos"
Inglourious Basterds,2009,Inglês,Quentin Tarantino,"Aventura, Drama, Guerra",153,https://www.imdb.com/title/tt0361748,https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",70000000,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth",18,"Alemanha, Estados Unidos"
American Hustle,2013,Inglês,David O. Russell,"Crime, Drama",138,https://www.imdb.com/title/tt1800241,https://m.media-amazon.com/images/M/MV5BMmM4YzJjZGMtNjQxMy00NjdlLWJjYTItZWZkYzdhOTdhNzFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.",40000000,"Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner",14,"Estados Unidos, China"
Elysium,2013,Inglês,Neill Blomkamp,"Ação, Drama, Ficção científica",109,https://www.imdb.com/title/tt1535108,https://m.media-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_.jpg,"In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.",115000000,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga",16,"Estados Unidos, Canadá"
Pulp Fiction,1994,Inglês,Quentin Tarantino,"Crime, Drama",154,https://www.imdb.com/title/tt0110912,https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",8000000,"Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta",18,Estados Unidos
House of Gucci,2021,Inglês,Ridley Scott,"Crime, Drama, Thriller",157,https://www.imdb.com/title/tt11214590,https://m.media-amazon.com/images/M/MV5BYzdlMTMyZWQtZWNmMC00MTJiLWIyMWMtM2ZlZDdlYzZhNTc0XkEyXkFqcGdeQXVyMTMzNDE5NDM2._V1_.jpg,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel their legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately...murder.",75000000,"Lady Gaga, Adam Driver, Al Pacino, Jeremy Irons",14,"Estados Unidos, Canadá"
The Curse of the Were-Rabbit,2005,Inglês,"Steve Box, Nick Park","Animação, Aventura, Comédia",85,https://www.imdb.com/title/tt0312004,https://m.media-amazon.com/images/M/MV5BZmExY2Y3NGQtMzg5ZC00MGY1LTk3ZjktNWYyYzYwMTA1MTUwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_.jpg,"Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.",30000000,"Peter Sallis, Ralph Fiennes, Helena Bonham Carter, Peter Kay",Livre,"Reino Unido, Estados Unidos"
Robots,2005,Inglês,"Chris Wedge, Carlos Saldanha","Animação, Aventura, Comédia",91,https://www.imdb.com/title/tt0358082,https://m.media-amazon.com/images/M/MV5BZmJhNTQwY2MtYTU0Yy00NDVhLThiZTktNmMxZTk5Nzk3NzE2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.",75000000,"Paula Abdul, Halle Berry, Lucille Bliss, Terry Bradshaw",Livre,Estados Unidos
Bolt,2008,Inglês,"Byron Howard, Chris Williams","Animação, Aventura, Comédia",96,https://www.imdb.com/title/tt0397892,https://m.media-amazon.com/images/M/MV5BNDQyNDE5NjQ1N15BMl5BanBnXkFtZTcwMDExMTAwMg@@._V1_.jpg,The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.,150000000,"John Travolta, Miley Cyrus, Susie Essman, Mark Walton",Livre,Estados Unidos
Raya and the Last Dragon,2021,Inglês,"Don Hall, Carlos López Estrada","Animação, Ação, Aventura",107,https://www.imdb.com/title/tt5109280,https://m.media-amazon.com/images/M/MV5BZWNiOTc4NGItNGY4YS00ZGNkLThkOWEtMDE2ODcxODEwNjkwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,"In a realm known as Kumandra, a re-imagined Earth inhabited by an ancient civilization, a warrior named Raya is determined to find the last dragon.",,"Kelly Marie Tran, Awkwafina, Izaac Wang, Gemma Chan",10,Estados Unidos
Argo,2012,Inglês,Ben Affleck,"Biografia, Drama, Thriller",120,https://www.imdb.com/title/tt1024648,https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",44500000,"Ben Affleck, Bryan Cranston, Alan Arkin, John Goodman",14,"Reino Unido, Estados Unidos"
Sing,2016,Inglês,"Garth Jennings, Christophe Lourdelet","Animação, Comédia, Família",108,https://www.imdb.com/title/tt3470600,https://m.media-amazon.com/images/M/MV5BMTYzODYzODU2Ml5BMl5BanBnXkFtZTgwNTc1MTA2NzE@._V1_.jpg,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.",75000000,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson",Livre,"Japão, Estados Unidos, França"
Sing 2,2021,Inglês,Garth Jennings,"Animação, Aventura, Comédia",112,https://www.imdb.com/title/tt6467266,https://m.media-amazon.com/images/M/MV5BMWRiZGQ1NDMtODQ2OS00MDlhLWJkZGYtM2ZmNjlhZThjOWRmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,85000000,"Tori Kelly, Reese Witherspoon, Taron Egerton, Nick Kroll",Livre,"Estados Unidos, Japão"
Ghost in the Shell,2017,Inglês,Rupert Sanders,"Ação, Crime, Drama",107,https://www.imdb.com/title/tt1219827,https://m.media-amazon.com/images/M/MV5BMzJiNTI3MjItMGJiMy00YzA1LTg2MTItZmE1ZmRhOWQ0NGY1XkEyXkFqcGdeQXVyOTk4MTM0NQ@@._V1_.jpg,"In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",110000000,"Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche",14,"Estados Unidos, Índia, Hong Kong, China, Canadá"
The Breakfast Club,1985,Inglês,John Hughes,"Comédia, Drama",97,https://www.imdb.com/title/tt0088847,https://m.media-amazon.com/images/M/MV5BOTM5N2ZmZTMtNjlmOS00YzlkLTk3YjEtNTU1ZmQ5OTdhODZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,1000000,"Emilio Estevez, Paul Gleason, Anthony Michael Hall, John Kapelos",14,Estados Unidos
Man on the Moon,1999,Inglês,Milos Forman,"Biografia, Comédia, Drama",118,https://www.imdb.com/title/tt0125664,https://m.media-amazon.com/images/M/MV5BNDI1Mjc3MzAtZDk0OS00OTZlLTlhZjktNzA3ODgwZGY2NWIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,The life and career of legendary comedian Andy Kaufman.,82000000,"Jim Carrey, Gerry Becker, Greyson Erik Pendry, Brittany Colonna",12,"Reino Unido, Alemanha, Japão, Estados Unidos"
Bruce Almighty,2003,Inglês,Tom Shadyac,"Comédia, Fantasia",101,https://www.imdb.com/title/tt0315327,https://m.media-amazon.com/images/M/MV5BNzMyZDhiZDUtYWUyMi00ZDQxLWE4NDQtMWFlMjI1YjVjMjZiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,A whiny news reporter is given the chance to step into God's shoes.,81000000,"Jim Carrey, Morgan Freeman, Jennifer Aniston, Philip Baker Hall",Livre,Estados Unidos
Uncharted,2022,Inglês,Ruben Fleischer,"Ação, Aventura",116,https://www.imdb.com/title/tt1464335,https://m.media-amazon.com/images/M/MV5BMWEwNjhkYzYtNjgzYy00YTY2LThjYWYtYzViMGJkZTI4Y2MyXkEyXkFqcGdeQXVyNTM0OTY1OQ@@._V1_.jpg,"Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.",120000000,"Tom Holland, Mark Wahlberg, Antonio Banderas, Sophia Ali",12,"Espanha, Estados Unidos"
Avatar,2009,Inglês,James Cameron,"Aventura, Ação, Fantasia",162,https://www.imdb.com/title/tt0499549,https://m.media-amazon.com/images/M/MV5BZDA0OGQxNTItMDZkMC00N2UyLTg3MzMtYTJmNjg3Nzk5MzRiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,237000000,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang",12,Estados Unidos
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Inglês,Gore Verbinski,"Aventura, Ação, Fantasia",143,https://www.imdb.com/title/tt0325980,https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",140000000,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",14,Estados Unidos
Pirates of the Caribbean: Dead Man's Chest,2006,Inglês,Gore Verbinski,"Aventura, Ação, Fantasia",151,https://www.imdb.com/title/tt0383574,https://m.media-amazon.com/images/M/MV5BMTcwODc1MTMxM15BMl5BanBnXkFtZTYwMDg1NzY3._V1_.jpg,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",225000000,"Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport",12,Estados Unidos
Pirates of the Caribbean: At World's End,2007,Inglês,Gore Verbinski,"Aventura, Ação, Fantasia",169,https://www.imdb.com/title/tt0449088,https://m.media-amazon.com/images/M/MV5BMjIyNjkxNzEyMl5BMl5BanBnXkFtZTYwMjc3MDE3._V1_.jpg,"Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.",300000000,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",12,Estados Unidos
Pirates of the Caribbean: On Stranger Tides,2011,Inglês,Rob Marshall,"Aventura, Ação, Fantasia",136,https://www.imdb.com/title/tt1298650,https://m.media-amazon.com/images/M/MV5BMjE5MjkwODI3Nl5BMl5BanBnXkFtZTcwNjcwMDk4NA@@._V1_.jpg,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",250000000,"Johnny Depp, Penélope Cruz, Geoffrey Rush, Ian McShane",12,"Estados Unidos, Reino Unido"
Pirates of the Caribbean: Dead Men Tell No Tales,2017,Inglês,"Espen Sandberg, Joachim Rønning","Aventura, Ação, Fantasia",129,https://www.imdb.com/title/tt1790809,https://m.media-amazon.com/images/M/MV5BMTYyMTcxNzc5M15BMl5BanBnXkFtZTgwOTg2ODE2MTI@._V1_.jpg,Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle. They're determined to kill every pirate at sea...notably Jack.,230000000,"Johnny Depp, Javier Bardem, Geoffrey Rush, Brenton Thwaites",12,"Estados Unidos, Austrália, Reino Unido, Canadá"
Shame,2011,Inglês,Steve McQueen,Drama,101,https://www.imdb.com/title/tt1723811,https://m.media-amazon.com/images/M/MV5BOGU4Mjc0ZWMtNGQ0OS00ZWQ4LThkNDUtOTE1Y2EzYjgzMDU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,A sex addict's carefully cultivated private life falls apart after his sister arrives for an indefinite stay.,6500000,"Michael Fassbender, Lucy Walters, Mari-Ange Ramirez, James Badge Dale",16,"Reino Unido, Canadá, Estados Unidos"
12 Years a Slave,2013,Inglês,Steve McQueen,"Biografia, Drama, História",134,https://www.imdb.com/title/tt2024544,https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_.jpg,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",20000000,"Chiwetel Ejiofor, Dwight Henry, Dickie Gravois, Bryan Batt",14,"Estados Unidos, Reino Unido"
Macbeth,2015,Inglês,Justin Kurzel,"Drama, Guerra, História",113,https://www.imdb.com/title/tt2884018,https://m.media-amazon.com/images/M/MV5BMTc1ODk4ODM0OF5BMl5BanBnXkFtZTgwODIyNTI4NjE@._V1_.jpg,"Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.",15000000,"Jack Madigan, Frank Madigan, Michael Fassbender, Marion Cotillard",16,"Reino Unido, França, Estados Unidos"
Slow West,2015,Inglês,John Maclean,"Animação, Ação, Drama",84,https://www.imdb.com/title/tt3205376,https://m.media-amazon.com/images/M/MV5BNTYxNDA5ODk5NF5BMl5BanBnXkFtZTgwNzMwMzIwNTE@._V1_.jpg,"A young Scottish man travels across America in pursuit of the woman he loves, attracting the attention of an outlaw who is willing to serve as a guide.",2000000,"Kodi Smit-McPhee, Caren Pistorius, Aorere Paki, Jeffrey Thomas",16,"Reino Unido, Nova Zelândia"
Jobs,2013,Inglês,Joshua Michael Stern,"Biografia, Drama",128,https://www.imdb.com/title/tt2357129,https://m.media-amazon.com/images/M/MV5BMTM5NTQ3MTYxN15BMl5BanBnXkFtZTcwODE2Nzk3OQ@@._V1_.jpg,The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century.,12000000,"Ashton Kutcher, Dermot Mulroney, Josh Gad, Lukas Haas",12,"Estados Unidos, Suiça"
Morbius,2022,Inglês,Daniel Espinosa,"Aventura, Ação, Drama",108,https://www.imdb.com/title/tt5108870,https://m.media-amazon.com/images/M/MV5BNTA3N2Q0ZTAtODJjNy00MmQzLWJlMmItOGFmNDI0ODgxN2QwXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_.jpg,"Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead.",75000000,"Jared Leto, Matt Smith, Adria Arjona, Jared Harris",14,Estados Unidos
Trading Places,1983,Inglês,John Landis,Comédia,114,https://www.imdb.com/title/tt0086465,https://m.media-amazon.com/images/M/MV5BYTEzMjBiMzktMjQyMS00YzBhLTgzNWQtNzA0NmEwMTNmMDQ2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,A snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires.,15000000,"Denholm Elliott, Dan Aykroyd, Maurice Woods, Richard D. Fisher Jr.",14,Estados Unidos
Spotlight,2015,Inglês,Tom McCarthy,"Biografia, Crime, Drama",129,https://www.imdb.com/title/tt1895587,https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_.jpg,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",20000000,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber",12,Estados Unidos
The Founder,2017,Inglês,John Lee Hancock,"Biografia, Drama",115,https://www.imdb.com/title/tt4276820/,https://m.media-amazon.com/images/M/MV5BZWY0NDk0YjItNTY4NC00NTNkLWE0NjUtZDE2ODNmOWMwZTQ4XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_.jpg,"The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.",25000000,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",10,"Estados Unidos, Grécia"
Snowden,2016,Inglês,Oliver Stone,"Biografia, Crime, Drama",134,https://www.imdb.com/title/tt3774114/,https://m.media-amazon.com/images/M/MV5BMTg2MzYzNzgzOF5BMl5BanBnXkFtZTgwOTg4NzQ4OTE@._V1_.jpg,"The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press.",40000000,"Melissa Leo, Zachary Quinto, Joseph Gordon-Levitt, Jaymes Butler",12,"Reino Unido, França, Alemanha, Estados Unidos"
Black Panther: Wakanda Forever,2022,Inglês,Ryan Coogler,"Ação, Aventura, Drama",,https://www.imdb.com/title/tt9114286/,https://m.media-amazon.com/images/M/MV5BNjMxZmI4NzEtYWNjOS00M2MwLWE4YTctMjk1YWEzOTY1NjkwXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,A sequel that will continue to explore the world of Wakanda and all the characters introduced in the 2018 film.,,"Letitia Wright, Martin Freeman, Tenoch Huerta, Lupita Nyong'o",12,Estados Unidos
Spider-Man: Across the Spider-Verse,2023,Inglês,"Joaquim Dos Santos, Kemp Powers, Justin K. Thompson","Animação, Ação, Aventura",,https://www.imdb.com/title/tt9362722/,https://m.media-amazon.com/images/M/MV5BZGRhNDE1YjYtOGUzMC00YjliLThiOTgtYTkwNmQwNDZjYjFhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,"Miles Morales returns for the next chapter of the Oscar®-winning Spider-Verse saga, an epic adventure that will transport Brooklyn's full-time, friendly neighborhood Spider-Man across the Multiverse to join forces with Gwen Stacy and a new team of Spider-People to face off with a villain more powerful than anything they have ever encountered.",150000000,"Shameik Moore, Hailee Steinfeld, Oscar Isaac, Jake Johnson",,Estados Unidos
Elvis,2022,Inglês,Baz Luhrmann,"Biografia, Drama, Música",159,https://www.imdb.com/title/tt3704428/,https://m.media-amazon.com/images/M/MV5BYzMzNTJjYmMtZTkxNS00MjI4LWI3YmQtOTQ4MDZjZDJlZjQyXkEyXkFqcGdeQXVyNjc0NzQzNTM@._V1_.jpg,"Elvis is Baz Luhrmann's biopic of Elvis Presley, from his childhood to becoming a rock and movie star in the 1950s while maintaining a complex relationship with his manager, Colonel Tom Parker.",85000000,"Austin Butler, Tom Hanks, Olivia DeJonge, Helen Thomson",14,"Estados Unidos, Austrália"
The Black Phone,2022,Inglês,Scott Derrickson,"Horror, Thriller",103,https://www.imdb.com/title/tt7144666/,https://m.media-amazon.com/images/M/MV5BNDI1NDE1NDItYzAwYS00NzMyLTllNDEtMWNkMjY5ODE4ZDEyXkEyXkFqcGdeQXVyMTQ3MjQ4Nzc4._V1_.jpg,"After being abducted by a child killer and locked in a soundproof basement, a 13-year-old boy starts receiving calls on a disconnected phone from the killer's previous victims.",18000000,"Mason Thames, Madeleine McGraw, Ethan Hawke, Jeremy Davies",16,Estados Unidos
Minions: The Rise of Gru,2022,Inglês,"Kyle Balda, Brad Ableson, Jonathan del Val","Animação, Aventura, Comédia",87,https://www.imdb.com/title/tt5113044/,https://m.media-amazon.com/images/M/MV5BZDFkZTQ4ODctMGE4NC00NTdiLTllMzgtMWMwZGU2ZmM4Y2UwXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg,The untold story of one twelve-year-old's dream to become the world's greatest supervillain.,80000000,"Steve Carell, Pierre Coffin, Alan Arkin, Taraji P. Henson",Livre,Estados Unidos
Bullet Train,2022,Inglês,David Leitch,"Ação, Thriller",126,https://www.imdb.com/title/tt12593682/,https://m.media-amazon.com/images/M/MV5BMDU2ZmM2OTYtNzIxYy00NjM5LTliNGQtN2JmOWQzYTBmZWUzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,Five assassins aboard a fast moving bullet train find out their missions have something in common.,85900000,"Joey King, Karen Fukuhara, Brad Pitt, Zazie Beetz",16,"Japão, Estados Unidos"
Hustle,2022,Inglês,Jeremiah Zagar,"Comédia, Drama, Esporte",117,https://www.imdb.com/title/tt8009428/,https://m.media-amazon.com/images/M/MV5BYjdhYTE3NjMtZjI3OC00NzVlLWFiNTUtNzQ3NDNiNTI3NDg4XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.,,"Adam Sandler, Queen Latifah, Juancho Hernangomez, Ben Foster",12,Estados Unidos
Sonic the Hedgehog 2,2022,Inglês,Jeff Fowler,"Ação, Aventura, Comédia",122,https://www.imdb.com/title/tt12412888/,https://m.media-amazon.com/images/M/MV5BMjYyNmE2NDItOWQzOC00ZDY4LTg3M2ItMmY0ZTUyZWUzODdhXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg,"When the manic Dr Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way.",110000000,"James Marsden, Jim Carrey, Ben Schwartz, Tika Sumpter",10,"Estados Unidos, Japão"
The Bob's Burgers Movie,2022,Inglês,"Loren Bouchard, Bernard Derriman","Animação, Aventura, Comédia",102,https://www.imdb.com/title/tt7466442/,https://m.media-amazon.com/images/M/MV5BNmIyYmZhZWItZTIxZS00OTRlLThhOTItNDM0ZWE2MzQyMmFkXkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_.jpg,"The Belchers try to save the restaurant from closing as a sinkhole forms in front of it, while the kids try to solve a mystery that could save their family's restaurant.",,"H. Jon Benjamin, John Roberts, Dan Mintz, Eugene Mirman",12,Estados Unidos
Once Upon a Time in... Hollywood,2019,Inglês,Quentin Tarantino,"Comédia, Drama",161,https://www.imdb.com/title/tt7131622/,https://m.media-amazon.com/images/M/MV5BZDEzNWFjMDMtMWQ2NS00OWZjLWI4YTctNmRlM2JkZGYxM2Q5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,90000000,"Leonardo DiCaprio, Brad Pitt, Margot Robbie, Emile Hirsch",16,"Estados Unidos, Reino Unido, China"
